originalNumber,defensivePosition,prizes,trophies,player.id,player.firstName,player.lastName,player.url,player.mainId,player.image,player.age,player.birthday,player.birthday_today
1,6.0,[],"[{'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2021}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2022}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2024}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2024}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2021}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}]",8878,Severi,Tikkakoski,https://v1.pesistulokset.fi/pelaaja/8878,8878,https://www.pesistulokset.fi/storage/pelaajakuvat/cea07902f86e174cba5cd55125ca3cf8-maxWidth125.png,26,11.3.2000,False
2,8.0,[],"[{'id': 41, 'name': 'SM-pronssimitali', 'detail': None, 'season': 2020}, {'id': 60, 'name': 'SM-hopeamitali (talvikausi)', 'detail': None, 'season': 2024}]",9527,Perttu,Olli,https://v1.pesistulokset.fi/pelaaja/9527,9527,https://www.pesistulokset.fi/storage/pelaajakuvat/0d97d779a42cf42a377e6905a21ca78d-maxWidth125.png,23,18.7.2002,False
3,4.0,[],"[{'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2022}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2021}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2021}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2017}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2016}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2022}]",6090,Juuso,Myllyniemi,https://v1.pesistulokset.fi/pelaaja/6090,6090,https://www.pesistulokset.fi/storage/pelaajakuvat/ae3f986acb2bc03ba2acd17cad1be084-maxWidth125.png,34,11.6.1991,False
4,3.0,[],"[{'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2023}, {'id': 41, 'name': 'SM-pronssimitali', 'detail': None, 'season': 2023}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2024}, {'id': 60, 'name': 'SM-hopeamitali (talvikausi)', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}]",2941,Antti,Korhonen,https://v1.pesistulokset.fi/pelaaja/2941,2941,https://www.pesistulokset.fi/storage/pelaajakuvat/93e1e2fbb6f586f3c27705ffc86bfbc6-maxWidth125.png,33,24.3.1993,False
5,2.0,[],"[{'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2022}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2023}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2024}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}]",9542,Tomi,Lehtonen,https://v1.pesistulokset.fi/pelaaja/9542,9542,https://www.pesistulokset.fi/storage/pelaajakuvat/cb15c482b89ce5a0eb8b3d9594f5c777-maxWidth125.png,24,3.8.2001,False
6,5.0,[],"[{'id': 8, 'name': 'Vuoden tulokas, miesten Superpesis', 'detail': None, 'season': 2019}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2022}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2024}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2021}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2019}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2022}]",6640,Simo,Vainikainen,https://v1.pesistulokset.fi/pelaaja/6640,6640,https://www.pesistulokset.fi/storage/pelaajakuvat/ea060f49c27cb9b6531b92f1b46b77d1-maxWidth125.png,33,20.12.1992,False
7,1.0,[],"[{'id': 8, 'name': 'Vuoden tulokas, miesten Superpesis', 'detail': None, 'season': 2020}, {'id': 31, 'name': 'Vuoden poikalukkari', 'detail': None, 'season': 2020}, {'id': 31, 'name': 'Vuoden poikalukkari', 'detail': None, 'season': 2022}, {'id': 31, 'name': 'Vuoden poikalukkari', 'detail': None, 'season': 2021}, {'id': 4, 'name': 'Vuoden lukkari, miehet', 'detail': None, 'season': 2023}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2023}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2020}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}, {'id': 4, 'name': 'Vuoden lukkari, miehet', 'detail': None, 'season': 2025}]",9500,Aapo,Komulainen,https://v1.pesistulokset.fi/pelaaja/9500,9500,https://www.pesistulokset.fi/storage/pelaajakuvat/8d6fbe604297905b22665cf9223e3536-maxWidth125.png,23,19.2.2003,False
8,7.0,[],"[{'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2023}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2024}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}]",11014,Matias,Paananen,https://v1.pesistulokset.fi/pelaaja/11014,11014,https://www.pesistulokset.fi/storage/pelaajakuvat/9efb6d20372f63994259f175654f34c0-maxWidth125.png,20,8.10.2005,False
9,9.0,[],"[{'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}]",12158,Kaapo,Mäkelä,https://v1.pesistulokset.fi/pelaaja/12158,12158,https://www.pesistulokset.fi/storage/pelaajakuvat/5e0c99f381134aec3478b7b373943003-maxWidth125.png,18,26.4.2007,False
10,,[],"[{'id': 12, 'name': 'Kultainen maila, miehet', 'detail': None, 'season': 2020}, {'id': 16, 'name': 'Miesten Itä-Lännen kentän paras', 'detail': None, 'season': 2019}, {'id': 28, 'name': 'Kultakypäräpelaaja, miesten Superpesis', 'detail': None, 'season': 2019}, {'id': 29, 'name': 'Vuoden poikapesäpalloilija', 'detail': None, 'season': 2017}, {'id': 29, 'name': 'Vuoden poikapesäpalloilija', 'detail': None, 'season': 2018}, {'id': 29, 'name': 'Vuoden poikapesäpalloilija', 'detail': None, 'season': 2019}, {'id': 29, 'name': 'Vuoden poikapesäpalloilija', 'detail': None, 'season': 2020}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2020}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2018}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2022}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2023}, {'id': 16, 'name': 'Miesten Itä-Lännen kentän paras', 'detail': None, 'season': 2024}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2024}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2024}, {'id': 41, 'name': 'SM-pronssimitali', 'detail': None, 'season': 2021}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2016}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2017}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2021}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2019}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2018}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2017}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}]",8574,Perttu,Ruuska,https://v1.pesistulokset.fi/pelaaja/8574,8574,https://www.pesistulokset.fi/storage/pelaajakuvat/7561fa2fad3e7b7c67362c195672a50c-maxWidth125.png,25,15.2.2001,False
11,,"[{'id': 1, 'name': 'I', 'status': 1, 'details': None}]","[{'id': 2, 'name': 'Vuoden pesäpalloilija', 'detail': None, 'season': 2022}, {'id': 6, 'name': 'Pudotuspelien arvokkain pelaaja, miehet', 'detail': None, 'season': 2022}, {'id': 8, 'name': 'Vuoden tulokas, miesten Superpesis', 'detail': None, 'season': 2009}, {'id': 12, 'name': 'Kultainen maila, miehet', 'detail': None, 'season': 2016}, {'id': 14, 'name': 'Vuoden jokeripelaaja, miesten Superpesis', 'detail': None, 'season': 2014}, {'id': 14, 'name': 'Vuoden jokeripelaaja, miesten Superpesis', 'detail': None, 'season': 2016}, {'id': 14, 'name': 'Vuoden jokeripelaaja, miesten Superpesis', 'detail': None, 'season': 2019}, {'id': 14, 'name': 'Vuoden jokeripelaaja, miesten Superpesis', 'detail': None, 'season': 2022}, {'id': 28, 'name': 'Kultakypäräpelaaja, miesten Superpesis', 'detail': None, 'season': 2016}, {'id': 28, 'name': 'Kultakypäräpelaaja, miesten Superpesis', 'detail': None, 'season': 2018}, {'id': 28, 'name': 'Kultakypäräpelaaja, miesten Superpesis', 'detail': None, 'season': 2020}, {'id': 28, 'name': 'Kultakypäräpelaaja, miesten Superpesis', 'detail': None, 'season': 2022}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2022}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2022}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2017}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2016}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2013}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2022}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2012}, {'id': 60, 'name': 'SM-hopeamitali (talvikausi)', 'detail': None, 'season': 2015}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2024}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2019}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2018}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2017}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2016}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2015}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2014}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2013}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2012}]",4911,Jukka-Pekka,Vainionpää,https://v1.pesistulokset.fi/pelaaja/4911,4911,https://www.pesistulokset.fi/storage/pelaajakuvat/d2819d999887cc09d64d55694454e18a-maxWidth125.png,36,7.1.1990,False
12,,[],"[{'id': 41, 'name': 'SM-pronssimitali', 'detail': None, 'season': 2019}, {'id': 41, 'name': 'SM-pronssimitali', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2025}]",7918,Valtteri,Hämäläinen,https://v1.pesistulokset.fi/pelaaja/7918,7918,https://www.pesistulokset.fi/storage/pelaajakuvat/4f5e04b5a29aefcd5ffc426c4bbbb452-maxWidth125.png,28,15.1.1998,False
1,5.0,[],"[{'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2021}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}]",9471,Elmeri,Purmonen,https://v1.pesistulokset.fi/pelaaja/9471,9471,https://www.pesistulokset.fi/storage/pelaajakuvat/5a0192aec1b4c5dcfac5140f27b9e7e7-maxWidth125.png,24,22.12.2001,False
2,6.0,[],"[{'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2019}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2020}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}]",9182,Kalle,Kuosmanen,https://v1.pesistulokset.fi/pelaaja/9182,9182,https://www.pesistulokset.fi/storage/pelaajakuvat/6aafb3e0a334448fa3e54fe33ab2ec3f-maxWidth125.png,24,10.11.2001,False
3,9.0,[],"[{'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2023}, {'id': 2, 'name': 'Vuoden pesäpalloilija', 'detail': None, 'season': 2024}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}]",9971,Iivari,Vihanto,https://v1.pesistulokset.fi/pelaaja/9971,9971,https://www.pesistulokset.fi/storage/pelaajakuvat/9cb8332d1e3331c142f040b03a91b100-maxWidth125.png,22,25.9.2003,False
4,3.0,[],"[{'id': 29, 'name': 'Vuoden poikapesäpalloilija', 'detail': None, 'season': 2016}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2018}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 10, 'name': 'Kultainen räpylä, miehet', 'detail': None, 'season': 2024}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}, {'id': 2, 'name': 'Vuoden pesäpalloilija', 'detail': None, 'season': 2025}, {'id': 12, 'name': 'Kultainen maila, miehet', 'detail': None, 'season': 2025}, {'id': 10, 'name': 'Kultainen räpylä, miehet', 'detail': None, 'season': 2025}, {'id': 28, 'name': 'Kultakypäräpelaaja, miesten Superpesis', 'detail': None, 'season': 2025}]",7806,Hannes,Pekkinen,https://v1.pesistulokset.fi/pelaaja/7806,7806,https://www.pesistulokset.fi/storage/pelaajakuvat/4cbfd8b7c731f6c5b787d4e2cf08ba09-maxWidth125.png,27,26.10.1998,False
5,7.0,[],"[{'id': 29, 'name': 'Vuoden poikapesäpalloilija', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 41, 'name': 'SM-pronssimitali', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}]",10559,Samuel,Huotari,https://v1.pesistulokset.fi/pelaaja/10559,10559,https://www.pesistulokset.fi/storage/pelaajakuvat/216739868003a36b329e2b9e34c1f124-maxWidth125.png,19,6.2.2007,False
6,4.0,[],"[{'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}]",9666,Aleksanteri,Huotari,https://v1.pesistulokset.fi/pelaaja/9666,9666,https://www.pesistulokset.fi/storage/pelaajakuvat/b17bfa0ecb46d870783ff53eab7d23f3-maxWidth125.png,22,21.8.2003,False
7,2.0,[],"[{'id': 29, 'name': 'Vuoden poikapesäpalloilija', 'detail': None, 'season': 2014}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2023}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2019}, {'id': 59, 'name': 'Suomen mestaruus (talvikausi)', 'detail': None, 'season': 2013}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2014}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2013}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2011}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2012}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2014}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2021}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2017}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2016}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2022}]",6201,Jere,Vikström,https://v1.pesistulokset.fi/pelaaja/6201,6201,https://www.pesistulokset.fi/storage/pelaajakuvat/f166a6365b1fc323b812d631d47df7b1-maxWidth125.png,32,17.12.1993,False
8,1.0,[],"[{'id': 41, 'name': 'SM-pronssimitali', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}]",13008,Pyry,Kohonen,https://v1.pesistulokset.fi/pelaaja/13008,13008,,17,27.9.2008,False
9,8.0,[],"[{'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2019}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2022}]",5173,Jussi,Korhonen,https://v1.pesistulokset.fi/pelaaja/5173,5173,https://www.pesistulokset.fi/storage/pelaajakuvat/cd94bd2571514c29f45b8095282afb9e-maxWidth125.png,29,9.2.1997,False
10,,[],"[{'id': 2, 'name': 'Vuoden pesäpalloilija', 'detail': None, 'season': 2011}, {'id': 6, 'name': 'Pudotuspelien arvokkain pelaaja, miehet', 'detail': None, 'season': 2009}, {'id': 6, 'name': 'Pudotuspelien arvokkain pelaaja, miehet', 'detail': None, 'season': 2012}, {'id': 6, 'name': 'Pudotuspelien arvokkain pelaaja, miehet', 'detail': None, 'season': 2014}, {'id': 14, 'name': 'Vuoden jokeripelaaja, miesten Superpesis', 'detail': None, 'season': 2017}, {'id': 14, 'name': 'Vuoden jokeripelaaja, miesten Superpesis', 'detail': None, 'season': 2020}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2019}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2017}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2013}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2012}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2011}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2009}, {'id': 16, 'name': 'Miesten Itä-Lännen kentän paras', 'detail': None, 'season': 2023}, {'id': 6, 'name': 'Pudotuspelien arvokkain pelaaja, miehet', 'detail': None, 'season': 2023}, {'id': 14, 'name': 'Vuoden jokeripelaaja, miesten Superpesis', 'detail': None, 'season': 2023}, {'id': 2, 'name': 'Vuoden pesäpalloilija', 'detail': None, 'season': 2023}, {'id': 28, 'name': 'Kultakypäräpelaaja, miesten Superpesis', 'detail': None, 'season': 2023}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2019}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2023}, {'id': 59, 'name': 'Suomen mestaruus (talvikausi)', 'detail': None, 'season': 2013}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2014}, {'id': 1, 'name': 'Kuukauden pelaaja', 'detail': None, 'season': 2024}, {'id': 6, 'name': 'Pudotuspelien arvokkain pelaaja, miehet', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2001}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2002}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2003}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2004}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2009}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2006}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2013}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2015}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2011}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2012}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2020}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2023}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 14, 'name': 'Vuoden jokeripelaaja, miesten Superpesis', 'detail': None, 'season': 2024}, {'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2014}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2019}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2017}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2014}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2012}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2011}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2010}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2009}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2008}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2007}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2006}, {'id': 55, 'name': 'Miesten Itä-Länsi-ottelu', 'detail': None, 'season': 2005}, {'id': 61, 'name': 'SM-pronssimitali (talvikausi)', 'detail': None, 'season': 2025}, {'id': 40, 'name': 'SM-hopeamitali', 'detail': None, 'season': 2025}]",1456,Roope,Korhonen,https://v1.pesistulokset.fi/pelaaja/1456,1456,https://www.pesistulokset.fi/storage/pelaajakuvat/4af7c11ecedaaa96c6eae7aea7bb9c9a-maxWidth125.png,44,19.4.1981,False
11,,[],"[{'id': 39, 'name': 'Suomen mestaruus', 'detail': None, 'season': 2024}, {'id': 41, 'name': 'SM-pronssimitali', 'detail': None, 'season': 2025}]",12261,Vincent,Kontturi,https://v1.pesistulokset.fi/pelaaja/12261,12261,,18,6.7.2007,False
12,,"[{'id': 1, 'name': 'I', 'status': 1, 'details': None}]","[{'id': 29, 'name': 'Vuoden poikapesäpalloilija', 'detail': None, 'season': 2023}, {'id': 59, 'name': 'Suomen mestaruus (talvikausi)', 'detail': None, 'season': 2025}]",11969,Aapo,Hiltunen,https://v1.pesistulokset.fi/pelaaja/11969,11969,https://www.pesistulokset.fi/storage/pelaajakuvat/91a60cf04273af7e851c0949d4d54f62-maxWidth125.png,22,18.2.2004,False
